Vbs,	Vgs,	Vds,	Ids
-3.00000000,3.00000000,0.00000000,-0.00000041
-3.00000000,3.00000000,0.10000000,0.00025002
-3.00000000,3.00000000,0.20000000,0.00048784
-3.00000000,3.00000000,0.30000000,0.00071268
-3.00000000,3.00000000,0.40000000,0.00092395
-3.00000000,3.00000000,0.50000000,0.00112003
-3.00000000,3.00000000,0.60000000,0.00130278
-3.00000000,3.00000000,0.70000000,0.00147062
-3.00000000,3.00000000,0.80000000,0.00162326
-3.00000000,3.00000000,0.90000000,0.00176069
-3.00000000,3.00000000,1.00000000,0.00188287
-3.00000000,3.00000000,1.10000000,0.00198934
-3.00000000,3.00000000,1.20000000,0.00208148
-3.00000000,3.00000000,1.30000000,0.00215919
-3.00000000,3.00000000,1.40000000,0.00222335
-3.00000000,3.00000000,1.50000000,0.00227501
-3.00000000,3.00000000,1.60000000,0.00231560
-3.00000000,3.00000000,1.70000000,0.00234680
-3.00000000,3.00000000,1.80000000,0.00237087
-3.00000000,3.00000000,1.90000000,0.00238958
-3.00000000,3.00000000,2.00000000,0.00240447
-3.00000000,3.00000000,2.10000000,0.00241684
-3.00000000,3.00000000,2.20000000,0.00242768
-3.00000000,3.00000000,2.30000000,0.00243724
-3.00000000,3.00000000,2.40000000,0.00244614
-3.00000000,3.00000000,2.50000000,0.00245438
-3.00000000,3.00000000,2.60000000,0.00246221
-3.00000000,3.00000000,2.70000000,0.00246962
-3.00000000,3.00000000,2.80000000,0.00247685
-3.00000000,3.00000000,2.90000000,0.00248376
-3.00000000,3.00000000,3.00000000,0.00249044
-3.00000000,3.00000000,3.10000000,0.00249708
-3.00000000,3.00000000,3.20000000,0.00250339
-3.00000000,3.00000000,3.30000000,0.00250956
-3.00000000,3.00000000,3.40000000,0.00251554
-3.00000000,3.00000000,3.50000000,0.00252144
-3.00000000,3.00000000,3.60000000,0.00252718
-3.00000000,3.00000000,3.70000000,0.00253292
-3.00000000,3.00000000,3.80000000,0.00253838
-3.00000000,3.00000000,3.90000000,0.00254380
-3.00000000,3.00000000,4.00000000,0.00254912
-3.00000000,3.00000000,4.10000000,0.00255439
-3.00000000,3.00000000,4.20000000,0.00255952
-3.00000000,3.00000000,4.30000000,0.00256458
-3.00000000,3.00000000,4.40000000,0.00256957
-3.00000000,3.00000000,4.50000000,0.00257447
-3.00000000,3.00000000,4.60000000,0.00257940
-3.00000000,3.00000000,4.70000000,0.00258428
-3.00000000,3.00000000,4.80000000,0.00258907
-3.00000000,3.00000000,4.90000000,0.00259395
-3.00000000,3.00000000,5.00000000,0.00259870
-3.00000000,3.10000000,0.00000000,-0.00000041
-3.00000000,3.10000000,0.10000000,0.00026043
-3.00000000,3.10000000,0.20000000,0.00050904
-3.00000000,3.10000000,0.30000000,0.00074479
-3.00000000,3.10000000,0.40000000,0.00096727
-3.00000000,3.10000000,0.50000000,0.00117469
-3.00000000,3.10000000,0.60000000,0.00136903
-3.00000000,3.10000000,0.70000000,0.00154872
-3.00000000,3.10000000,0.80000000,0.00171323
-3.00000000,3.10000000,0.90000000,0.00186264
-3.00000000,3.10000000,1.00000000,0.00199667
-3.00000000,3.10000000,1.10000000,0.00211513
-3.00000000,3.10000000,1.20000000,0.00221899
-3.00000000,3.10000000,1.30000000,0.00230803
-3.00000000,3.10000000,1.40000000,0.00238319
-3.00000000,3.10000000,1.50000000,0.00244494
-3.00000000,3.10000000,1.60000000,0.00249476
-3.00000000,3.10000000,1.70000000,0.00253368
-3.00000000,3.10000000,1.80000000,0.00256418
-3.00000000,3.10000000,1.90000000,0.00258770
-3.00000000,3.10000000,2.00000000,0.00260621
-3.00000000,3.10000000,2.10000000,0.00262120
-3.00000000,3.10000000,2.20000000,0.00263382
-3.00000000,3.10000000,2.30000000,0.00264477
-3.00000000,3.10000000,2.40000000,0.00265477
-3.00000000,3.10000000,2.50000000,0.00266390
-3.00000000,3.10000000,2.60000000,0.00267261
-3.00000000,3.10000000,2.70000000,0.00268072
-3.00000000,3.10000000,2.80000000,0.00268858
-3.00000000,3.10000000,2.90000000,0.00269598
-3.00000000,3.10000000,3.00000000,0.00270322
-3.00000000,3.10000000,3.10000000,0.00271019
-3.00000000,3.10000000,3.20000000,0.00271697
-3.00000000,3.10000000,3.30000000,0.00272358
-3.00000000,3.10000000,3.40000000,0.00272991
-3.00000000,3.10000000,3.50000000,0.00273619
-3.00000000,3.10000000,3.60000000,0.00274235
-3.00000000,3.10000000,3.70000000,0.00274835
-3.00000000,3.10000000,3.80000000,0.00275423
-3.00000000,3.10000000,3.90000000,0.00275989
-3.00000000,3.10000000,4.00000000,0.00276561
-3.00000000,3.10000000,4.10000000,0.00277112
-3.00000000,3.10000000,4.20000000,0.00277655
-3.00000000,3.10000000,4.30000000,0.00278190
-3.00000000,3.10000000,4.40000000,0.00278718
-3.00000000,3.10000000,4.50000000,0.00279238
-3.00000000,3.10000000,4.60000000,0.00279747
-3.00000000,3.10000000,4.70000000,0.00280266
-3.00000000,3.10000000,4.80000000,0.00280780
-3.00000000,3.10000000,4.90000000,0.00281282
-3.00000000,3.10000000,5.00000000,0.00281782
-3.00000000,3.20000000,0.00000000,-0.00000045
-3.00000000,3.20000000,0.10000000,0.00027063
-3.00000000,3.20000000,0.20000000,0.00052974
-3.00000000,3.20000000,0.30000000,0.00077614
-3.00000000,3.20000000,0.40000000,0.00100943
-3.00000000,3.20000000,0.50000000,0.00122796
-3.00000000,3.20000000,0.60000000,0.00143352
-3.00000000,3.20000000,0.70000000,0.00162460
-3.00000000,3.20000000,0.80000000,0.00180077
-3.00000000,3.20000000,0.90000000,0.00196183
-3.00000000,3.20000000,1.00000000,0.00210777
-3.00000000,3.20000000,1.10000000,0.00223770
-3.00000000,3.20000000,1.20000000,0.00235320
-3.00000000,3.20000000,1.30000000,0.00245366
-3.00000000,3.20000000,1.40000000,0.00253977
-3.00000000,3.20000000,1.50000000,0.00261204
-3.00000000,3.20000000,1.60000000,0.00267145
-3.00000000,3.20000000,1.70000000,0.00271891
-3.00000000,3.20000000,1.80000000,0.00275678
-3.00000000,3.20000000,1.90000000,0.00278618
-3.00000000,3.20000000,2.00000000,0.00280919
-3.00000000,3.20000000,2.10000000,0.00282744
-3.00000000,3.20000000,2.20000000,0.00284254
-3.00000000,3.20000000,2.30000000,0.00285531
-3.00000000,3.20000000,2.40000000,0.00286649
-3.00000000,3.20000000,2.50000000,0.00287679
-3.00000000,3.20000000,2.60000000,0.00288630
-3.00000000,3.20000000,2.70000000,0.00289516
-3.00000000,3.20000000,2.80000000,0.00290362
-3.00000000,3.20000000,2.90000000,0.00291168
-3.00000000,3.20000000,3.00000000,0.00291946
-3.00000000,3.20000000,3.10000000,0.00292695
-3.00000000,3.20000000,3.20000000,0.00293426
-3.00000000,3.20000000,3.30000000,0.00294121
-3.00000000,3.20000000,3.40000000,0.00294803
-3.00000000,3.20000000,3.50000000,0.00295460
-3.00000000,3.20000000,3.60000000,0.00296121
-3.00000000,3.20000000,3.70000000,0.00296749
-3.00000000,3.20000000,3.80000000,0.00297374
-3.00000000,3.20000000,3.90000000,0.00297978
-3.00000000,3.20000000,4.00000000,0.00298574
-3.00000000,3.20000000,4.10000000,0.00299159
-3.00000000,3.20000000,4.20000000,0.00299737
-3.00000000,3.20000000,4.30000000,0.00300299
-3.00000000,3.20000000,4.40000000,0.00300855
-3.00000000,3.20000000,4.50000000,0.00301400
-3.00000000,3.20000000,4.60000000,0.00301938
-3.00000000,3.20000000,4.70000000,0.00302469
-3.00000000,3.20000000,4.80000000,0.00303004
-3.00000000,3.20000000,4.90000000,0.00303529
-3.00000000,3.20000000,5.00000000,0.00304061
-3.00000000,3.30000000,0.00000000,-0.00000036
-3.00000000,3.30000000,0.10000000,0.00028059
-3.00000000,3.30000000,0.20000000,0.00054994
-3.00000000,3.30000000,0.30000000,0.00080686
-3.00000000,3.30000000,0.40000000,0.00105094
-3.00000000,3.30000000,0.50000000,0.00128028
-3.00000000,3.30000000,0.60000000,0.00149704
-3.00000000,3.30000000,0.70000000,0.00169935
-3.00000000,3.30000000,0.80000000,0.00188685
-3.00000000,3.30000000,0.90000000,0.00205938
-3.00000000,3.30000000,1.00000000,0.00221683
-3.00000000,3.30000000,1.10000000,0.00235848
-3.00000000,3.30000000,1.20000000,0.00248539
-3.00000000,3.30000000,1.30000000,0.00259729
-3.00000000,3.30000000,1.40000000,0.00269447
-3.00000000,3.30000000,1.50000000,0.00277746
-3.00000000,3.30000000,1.60000000,0.00284682
-3.00000000,3.30000000,1.70000000,0.00290358
-3.00000000,3.30000000,1.80000000,0.00294948
-3.00000000,3.30000000,1.90000000,0.00298579
-3.00000000,3.30000000,2.00000000,0.00301432
-3.00000000,3.30000000,2.10000000,0.00303684
-3.00000000,3.30000000,2.20000000,0.00305500
-3.00000000,3.30000000,2.30000000,0.00306994
-3.00000000,3.30000000,2.40000000,0.00308289
-3.00000000,3.30000000,2.50000000,0.00309441
-3.00000000,3.30000000,2.60000000,0.00310490
-3.00000000,3.30000000,2.70000000,0.00311467
-3.00000000,3.30000000,2.80000000,0.00312381
-3.00000000,3.30000000,2.90000000,0.00313249
-3.00000000,3.30000000,3.00000000,0.00314086
-3.00000000,3.30000000,3.10000000,0.00314891
-3.00000000,3.30000000,3.20000000,0.00315661
-3.00000000,3.30000000,3.30000000,0.00316406
-3.00000000,3.30000000,3.40000000,0.00317138
-3.00000000,3.30000000,3.50000000,0.00317837
-3.00000000,3.30000000,3.60000000,0.00318518
-3.00000000,3.30000000,3.70000000,0.00319191
-3.00000000,3.30000000,3.80000000,0.00319856
-3.00000000,3.30000000,3.90000000,0.00320492
-3.00000000,3.30000000,4.00000000,0.00321128
-3.00000000,3.30000000,4.10000000,0.00321737
-3.00000000,3.30000000,4.20000000,0.00322331
-3.00000000,3.30000000,4.30000000,0.00322923
-3.00000000,3.30000000,4.40000000,0.00323503
-3.00000000,3.30000000,4.50000000,0.00324080
-3.00000000,3.30000000,4.60000000,0.00324634
-3.00000000,3.30000000,4.70000000,0.00325201
-3.00000000,3.30000000,4.80000000,0.00325743
-3.00000000,3.30000000,4.90000000,0.00326293
-3.00000000,3.30000000,5.00000000,0.00326841
-3.00000000,3.40000000,0.00000000,-0.00000041
-3.00000000,3.40000000,0.10000000,0.00029044
-3.00000000,3.40000000,0.20000000,0.00056977
-3.00000000,3.40000000,0.30000000,0.00083703
-3.00000000,3.40000000,0.40000000,0.00109141
-3.00000000,3.40000000,0.50000000,0.00133149
-3.00000000,3.40000000,0.60000000,0.00155904
-3.00000000,3.40000000,0.70000000,0.00177246
-3.00000000,3.40000000,0.80000000,0.00197104
-3.00000000,3.40000000,0.90000000,0.00215495
-3.00000000,3.40000000,1.00000000,0.00232372
-3.00000000,3.40000000,1.10000000,0.00247660
-3.00000000,3.40000000,1.20000000,0.00261504
-3.00000000,3.40000000,1.30000000,0.00273818
-3.00000000,3.40000000,1.40000000,0.00284643
-3.00000000,3.40000000,1.50000000,0.00294012
-3.00000000,3.40000000,1.60000000,0.00301994
-3.00000000,3.40000000,1.70000000,0.00308632
-3.00000000,3.40000000,1.80000000,0.00314102
-3.00000000,3.40000000,1.90000000,0.00318501
-3.00000000,3.40000000,2.00000000,0.00321999
-3.00000000,3.40000000,2.10000000,0.00324759
-3.00000000,3.40000000,2.20000000,0.00326958
-3.00000000,3.40000000,2.30000000,0.00328731
-3.00000000,3.40000000,2.40000000,0.00330242
-3.00000000,3.40000000,2.50000000,0.00331552
-3.00000000,3.40000000,2.60000000,0.00332731
-3.00000000,3.40000000,2.70000000,0.00333798
-3.00000000,3.40000000,2.80000000,0.00334801
-3.00000000,3.40000000,2.90000000,0.00335728
-3.00000000,3.40000000,3.00000000,0.00336633
-3.00000000,3.40000000,3.10000000,0.00337481
-3.00000000,3.40000000,3.20000000,0.00338315
-3.00000000,3.40000000,3.30000000,0.00339108
-3.00000000,3.40000000,3.40000000,0.00339870
-3.00000000,3.40000000,3.50000000,0.00340622
-3.00000000,3.40000000,3.60000000,0.00341346
-3.00000000,3.40000000,3.70000000,0.00342051
-3.00000000,3.40000000,3.80000000,0.00342745
-3.00000000,3.40000000,3.90000000,0.00343414
-3.00000000,3.40000000,4.00000000,0.00344074
-3.00000000,3.40000000,4.10000000,0.00344720
-3.00000000,3.40000000,4.20000000,0.00345349
-3.00000000,3.40000000,4.30000000,0.00345965
-3.00000000,3.40000000,4.40000000,0.00346572
-3.00000000,3.40000000,4.50000000,0.00347164
-3.00000000,3.40000000,4.60000000,0.00347745
-3.00000000,3.40000000,4.70000000,0.00348330
-3.00000000,3.40000000,4.80000000,0.00348910
-3.00000000,3.40000000,4.90000000,0.00349476
-3.00000000,3.40000000,5.00000000,0.00350041
-3.00000000,3.50000000,0.00000000,-0.00000046
-3.00000000,3.50000000,0.10000000,0.00030002
-3.00000000,3.50000000,0.20000000,0.00058918
-3.00000000,3.50000000,0.30000000,0.00086637
-3.00000000,3.50000000,0.40000000,0.00113116
-3.00000000,3.50000000,0.50000000,0.00138154
-3.00000000,3.50000000,0.60000000,0.00161978
-3.00000000,3.50000000,0.70000000,0.00184384
-3.00000000,3.50000000,0.80000000,0.00205354
-3.00000000,3.50000000,0.90000000,0.00224839
-3.00000000,3.50000000,1.00000000,0.00242834
-3.00000000,3.50000000,1.10000000,0.00259237
-3.00000000,3.50000000,1.20000000,0.00274196
-3.00000000,3.50000000,1.30000000,0.00287629
-3.00000000,3.50000000,1.40000000,0.00299561
-3.00000000,3.50000000,1.50000000,0.00310010
-3.00000000,3.50000000,1.60000000,0.00319034
-3.00000000,3.50000000,1.70000000,0.00326649
-3.00000000,3.50000000,1.80000000,0.00333053
-3.00000000,3.50000000,1.90000000,0.00338277
-3.00000000,3.50000000,2.00000000,0.00342485
-3.00000000,3.50000000,2.10000000,0.00345848
-3.00000000,3.50000000,2.20000000,0.00348514
-3.00000000,3.50000000,2.30000000,0.00350654
-3.00000000,3.50000000,2.40000000,0.00352434
-3.00000000,3.50000000,2.50000000,0.00353940
-3.00000000,3.50000000,2.60000000,0.00355256
-3.00000000,3.50000000,2.70000000,0.00356446
-3.00000000,3.50000000,2.80000000,0.00357541
-3.00000000,3.50000000,2.90000000,0.00358552
-3.00000000,3.50000000,3.00000000,0.00359522
-3.00000000,3.50000000,3.10000000,0.00360433
-3.00000000,3.50000000,3.20000000,0.00361327
-3.00000000,3.50000000,3.30000000,0.00362163
-3.00000000,3.50000000,3.40000000,0.00362977
-3.00000000,3.50000000,3.50000000,0.00363756
-3.00000000,3.50000000,3.60000000,0.00364527
-3.00000000,3.50000000,3.70000000,0.00365279
-3.00000000,3.50000000,3.80000000,0.00365991
-3.00000000,3.50000000,3.90000000,0.00366690
-3.00000000,3.50000000,4.00000000,0.00367383
-3.00000000,3.50000000,4.10000000,0.00368067
-3.00000000,3.50000000,4.20000000,0.00368716
-3.00000000,3.50000000,4.30000000,0.00369359
-3.00000000,3.50000000,4.40000000,0.00370002
-3.00000000,3.50000000,4.50000000,0.00370615
-3.00000000,3.50000000,4.60000000,0.00371219
-3.00000000,3.50000000,4.70000000,0.00371831
-3.00000000,3.50000000,4.80000000,0.00372417
-3.00000000,3.50000000,4.90000000,0.00373001
-3.00000000,3.50000000,5.00000000,0.00373589
-3.00000000,3.60000000,0.00000000,-0.00000045
-3.00000000,3.60000000,0.10000000,0.00030937
-3.00000000,3.60000000,0.20000000,0.00060816
-3.00000000,3.60000000,0.30000000,0.00089527
-3.00000000,3.60000000,0.40000000,0.00117010
-3.00000000,3.60000000,0.50000000,0.00143062
-3.00000000,3.60000000,0.60000000,0.00167920
-3.00000000,3.60000000,0.70000000,0.00191380
-3.00000000,3.60000000,0.80000000,0.00213427
-3.00000000,3.60000000,0.90000000,0.00233996
-3.00000000,3.60000000,1.00000000,0.00253079
-3.00000000,3.60000000,1.10000000,0.00270582
-3.00000000,3.60000000,1.20000000,0.00286637
-3.00000000,3.60000000,1.30000000,0.00301174
-3.00000000,3.60000000,1.40000000,0.00314195
-3.00000000,3.60000000,1.50000000,0.00325716
-3.00000000,3.60000000,1.60000000,0.00335798
-3.00000000,3.60000000,1.70000000,0.00344424
-3.00000000,3.60000000,1.80000000,0.00351773
-3.00000000,3.60000000,1.90000000,0.00357877
-3.00000000,3.60000000,2.00000000,0.00362879
-3.00000000,3.60000000,2.10000000,0.00366908
-3.00000000,3.60000000,2.20000000,0.00370139
-3.00000000,3.60000000,2.30000000,0.00372715
-3.00000000,3.60000000,2.40000000,0.00374818
-3.00000000,3.60000000,2.50000000,0.00376566
-3.00000000,3.60000000,2.60000000,0.00378073
-3.00000000,3.60000000,2.70000000,0.00379397
-3.00000000,3.60000000,2.80000000,0.00380600
-3.00000000,3.60000000,2.90000000,0.00381704
-3.00000000,3.60000000,3.00000000,0.00382748
-3.00000000,3.60000000,3.10000000,0.00383726
-3.00000000,3.60000000,3.20000000,0.00384668
-3.00000000,3.60000000,3.30000000,0.00385555
-3.00000000,3.60000000,3.40000000,0.00386411
-3.00000000,3.60000000,3.50000000,0.00387254
-3.00000000,3.60000000,3.60000000,0.00388064
-3.00000000,3.60000000,3.70000000,0.00388837
-3.00000000,3.60000000,3.80000000,0.00389604
-3.00000000,3.60000000,3.90000000,0.00390342
-3.00000000,3.60000000,4.00000000,0.00391058
-3.00000000,3.60000000,4.10000000,0.00391763
-3.00000000,3.60000000,4.20000000,0.00392444
-3.00000000,3.60000000,4.30000000,0.00393120
-3.00000000,3.60000000,4.40000000,0.00393782
-3.00000000,3.60000000,4.50000000,0.00394424
-3.00000000,3.60000000,4.60000000,0.00395046
-3.00000000,3.60000000,4.70000000,0.00395677
-3.00000000,3.60000000,4.80000000,0.00396291
-3.00000000,3.60000000,4.90000000,0.00396898
-3.00000000,3.60000000,5.00000000,0.00397493
-3.00000000,3.70000000,0.00000000,-0.00000040
-3.00000000,3.70000000,0.10000000,0.00031858
-3.00000000,3.70000000,0.20000000,0.00062666
-3.00000000,3.70000000,0.30000000,0.00092337
-3.00000000,3.70000000,0.40000000,0.00120797
-3.00000000,3.70000000,0.50000000,0.00147836
-3.00000000,3.70000000,0.60000000,0.00173720
-3.00000000,3.70000000,0.70000000,0.00198213
-3.00000000,3.70000000,0.80000000,0.00221287
-3.00000000,3.70000000,0.90000000,0.00242913
-3.00000000,3.70000000,1.00000000,0.00263066
-3.00000000,3.70000000,1.10000000,0.00281633
-3.00000000,3.70000000,1.20000000,0.00298778
-3.00000000,3.70000000,1.30000000,0.00314393
-3.00000000,3.70000000,1.40000000,0.00328474
-3.00000000,3.70000000,1.50000000,0.00341072
-3.00000000,3.70000000,1.60000000,0.00352187
-3.00000000,3.70000000,1.70000000,0.00361827
-3.00000000,3.70000000,1.80000000,0.00370131
-3.00000000,3.70000000,1.90000000,0.00377155
-3.00000000,3.70000000,2.00000000,0.00382996
-3.00000000,3.70000000,2.10000000,0.00387758
-3.00000000,3.70000000,2.20000000,0.00391617
-3.00000000,3.70000000,2.30000000,0.00394690
-3.00000000,3.70000000,2.40000000,0.00397200
-3.00000000,3.70000000,2.50000000,0.00399249
-3.00000000,3.70000000,2.60000000,0.00400990
-3.00000000,3.70000000,2.70000000,0.00402484
-3.00000000,3.70000000,2.80000000,0.00403822
-3.00000000,3.70000000,2.90000000,0.00405036
-3.00000000,3.70000000,3.00000000,0.00406153
-3.00000000,3.70000000,3.10000000,0.00407201
-3.00000000,3.70000000,3.20000000,0.00408202
-3.00000000,3.70000000,3.30000000,0.00409163
-3.00000000,3.70000000,3.40000000,0.00410075
-3.00000000,3.70000000,3.50000000,0.00410948
-3.00000000,3.70000000,3.60000000,0.00411794
-3.00000000,3.70000000,3.70000000,0.00412615
-3.00000000,3.70000000,3.80000000,0.00413409
-3.00000000,3.70000000,3.90000000,0.00414179
-3.00000000,3.70000000,4.00000000,0.00414928
-3.00000000,3.70000000,4.10000000,0.00415659
-3.00000000,3.70000000,4.20000000,0.00416373
-3.00000000,3.70000000,4.30000000,0.00417067
-3.00000000,3.70000000,4.40000000,0.00417764
-3.00000000,3.70000000,4.50000000,0.00418424
-3.00000000,3.70000000,4.60000000,0.00419074
-3.00000000,3.70000000,4.70000000,0.00419716
-3.00000000,3.70000000,4.80000000,0.00420342
-3.00000000,3.70000000,4.90000000,0.00420978
-3.00000000,3.70000000,5.00000000,0.00421588
-3.00000000,3.80000000,0.00000000,-0.00000047
-3.00000000,3.80000000,0.10000000,0.00032753
-3.00000000,3.80000000,0.20000000,0.00064501
-3.00000000,3.80000000,0.30000000,0.00095104
-3.00000000,3.80000000,0.40000000,0.00124523
-3.00000000,3.80000000,0.50000000,0.00152549
-3.00000000,3.80000000,0.60000000,0.00179425
-3.00000000,3.80000000,0.70000000,0.00204929
-3.00000000,3.80000000,0.80000000,0.00229045
-3.00000000,3.80000000,0.90000000,0.00251709
-3.00000000,3.80000000,1.00000000,0.00272906
-3.00000000,3.80000000,1.10000000,0.00292529
-3.00000000,3.80000000,1.20000000,0.00310732
-3.00000000,3.80000000,1.30000000,0.00327416
-3.00000000,3.80000000,1.40000000,0.00342570
-3.00000000,3.80000000,1.50000000,0.00356215
-3.00000000,3.80000000,1.60000000,0.00368377
-3.00000000,3.80000000,1.70000000,0.00379023
-3.00000000,3.80000000,1.80000000,0.00388320
-3.00000000,3.80000000,1.90000000,0.00396285
-3.00000000,3.80000000,2.00000000,0.00402987
-3.00000000,3.80000000,2.10000000,0.00408556
-3.00000000,3.80000000,2.20000000,0.00413104
-3.00000000,3.80000000,2.30000000,0.00416772
-3.00000000,3.80000000,2.40000000,0.00419753
-3.00000000,3.80000000,2.50000000,0.00422172
-3.00000000,3.80000000,2.60000000,0.00424191
-3.00000000,3.80000000,2.70000000,0.00425902
-3.00000000,3.80000000,2.80000000,0.00427396
-3.00000000,3.80000000,2.90000000,0.00428723
-3.00000000,3.80000000,3.00000000,0.00429949
-3.00000000,3.80000000,3.10000000,0.00431082
-3.00000000,3.80000000,3.20000000,0.00432159
-3.00000000,3.80000000,3.30000000,0.00433163
-3.00000000,3.80000000,3.40000000,0.00434122
-3.00000000,3.80000000,3.50000000,0.00435055
-3.00000000,3.80000000,3.60000000,0.00435945
-3.00000000,3.80000000,3.70000000,0.00436806
-3.00000000,3.80000000,3.80000000,0.00437630
-3.00000000,3.80000000,3.90000000,0.00438449
-3.00000000,3.80000000,4.00000000,0.00439225
-3.00000000,3.80000000,4.10000000,0.00439983
-3.00000000,3.80000000,4.20000000,0.00440728
-3.00000000,3.80000000,4.30000000,0.00441458
-3.00000000,3.80000000,4.40000000,0.00442166
-3.00000000,3.80000000,4.50000000,0.00442861
-3.00000000,3.80000000,4.60000000,0.00443523
-3.00000000,3.80000000,4.70000000,0.00444183
-3.00000000,3.80000000,4.80000000,0.00444839
-3.00000000,3.80000000,4.90000000,0.00445480
-3.00000000,3.80000000,5.00000000,0.00446114
-3.00000000,3.90000000,0.00000000,-0.00000047
-3.00000000,3.90000000,0.10000000,0.00033631
-3.00000000,3.90000000,0.20000000,0.00066284
-3.00000000,3.90000000,0.30000000,0.00097820
-3.00000000,3.90000000,0.40000000,0.00128181
-3.00000000,3.90000000,0.50000000,0.00157158
-3.00000000,3.90000000,0.60000000,0.00185020
-3.00000000,3.90000000,0.70000000,0.00211514
-3.00000000,3.90000000,0.80000000,0.00236625
-3.00000000,3.90000000,0.90000000,0.00260308
-3.00000000,3.90000000,1.00000000,0.00282541
-3.00000000,3.90000000,1.10000000,0.00303203
-3.00000000,3.90000000,1.20000000,0.00322452
-3.00000000,3.90000000,1.30000000,0.00340176
-3.00000000,3.90000000,1.40000000,0.00356392
-3.00000000,3.90000000,1.50000000,0.00371084
-3.00000000,3.90000000,1.60000000,0.00384278
-3.00000000,3.90000000,1.70000000,0.00395931
-3.00000000,3.90000000,1.80000000,0.00406235
-3.00000000,3.90000000,1.90000000,0.00415136
-3.00000000,3.90000000,2.00000000,0.00422738
-3.00000000,3.90000000,2.10000000,0.00429138
-3.00000000,3.90000000,2.20000000,0.00434443
-3.00000000,3.90000000,2.30000000,0.00438746
-3.00000000,3.90000000,2.40000000,0.00442280
-3.00000000,3.90000000,2.50000000,0.00445142
-3.00000000,3.90000000,2.60000000,0.00447487
-3.00000000,3.90000000,2.70000000,0.00449466
-3.00000000,3.90000000,2.80000000,0.00451150
-3.00000000,3.90000000,2.90000000,0.00452623
-3.00000000,3.90000000,3.00000000,0.00453955
-3.00000000,3.90000000,3.10000000,0.00455199
-3.00000000,3.90000000,3.20000000,0.00456349
-3.00000000,3.90000000,3.30000000,0.00457426
-3.00000000,3.90000000,3.40000000,0.00458437
-3.00000000,3.90000000,3.50000000,0.00459417
-3.00000000,3.90000000,3.60000000,0.00460353
-3.00000000,3.90000000,3.70000000,0.00461259
-3.00000000,3.90000000,3.80000000,0.00462125
-3.00000000,3.90000000,3.90000000,0.00462961
-3.00000000,3.90000000,4.00000000,0.00463779
-3.00000000,3.90000000,4.10000000,0.00464560
-3.00000000,3.90000000,4.20000000,0.00465343
-3.00000000,3.90000000,4.30000000,0.00466086
-3.00000000,3.90000000,4.40000000,0.00466817
-3.00000000,3.90000000,4.50000000,0.00467537
-3.00000000,3.90000000,4.60000000,0.00468222
-3.00000000,3.90000000,4.70000000,0.00468910
-3.00000000,3.90000000,4.80000000,0.00469578
-3.00000000,3.90000000,4.90000000,0.00470241
-3.00000000,3.90000000,5.00000000,0.00470883
-3.00000000,4.00000000,0.00000000,-0.00000046
-3.00000000,4.00000000,0.10000000,0.00034505
-3.00000000,4.00000000,0.20000000,0.00068031
-3.00000000,4.00000000,0.30000000,0.00100477
-3.00000000,4.00000000,0.40000000,0.00131759
-3.00000000,4.00000000,0.50000000,0.00161676
-3.00000000,4.00000000,0.60000000,0.00190487
-3.00000000,4.00000000,0.70000000,0.00217964
-3.00000000,4.00000000,0.80000000,0.00244058
-3.00000000,4.00000000,0.90000000,0.00268747
-3.00000000,4.00000000,1.00000000,0.00291991
-3.00000000,4.00000000,1.10000000,0.00313660
-3.00000000,4.00000000,1.20000000,0.00333939
-3.00000000,4.00000000,1.30000000,0.00352696
-3.00000000,4.00000000,1.40000000,0.00369948
-3.00000000,4.00000000,1.50000000,0.00385664
-3.00000000,4.00000000,1.60000000,0.00399888
-3.00000000,4.00000000,1.70000000,0.00412554
-3.00000000,4.00000000,1.80000000,0.00423826
-3.00000000,4.00000000,1.90000000,0.00433699
-3.00000000,4.00000000,2.00000000,0.00442230
-3.00000000,4.00000000,2.10000000,0.00449480
-3.00000000,4.00000000,2.20000000,0.00455562
-3.00000000,4.00000000,2.30000000,0.00460602
-3.00000000,4.00000000,2.40000000,0.00464737
-3.00000000,4.00000000,2.50000000,0.00468105
-3.00000000,4.00000000,2.60000000,0.00470863
-3.00000000,4.00000000,2.70000000,0.00473142
-3.00000000,4.00000000,2.80000000,0.00475069
-3.00000000,4.00000000,2.90000000,0.00476722
-3.00000000,4.00000000,3.00000000,0.00478212
-3.00000000,4.00000000,3.10000000,0.00479544
-3.00000000,4.00000000,3.20000000,0.00480775
-3.00000000,4.00000000,3.30000000,0.00481934
-3.00000000,4.00000000,3.40000000,0.00483014
-3.00000000,4.00000000,3.50000000,0.00484040
-3.00000000,4.00000000,3.60000000,0.00485021
-3.00000000,4.00000000,3.70000000,0.00485965
-3.00000000,4.00000000,3.80000000,0.00486876
-3.00000000,4.00000000,3.90000000,0.00487757
-3.00000000,4.00000000,4.00000000,0.00488598
-3.00000000,4.00000000,4.10000000,0.00489420
-3.00000000,4.00000000,4.20000000,0.00490219
-3.00000000,4.00000000,4.30000000,0.00490989
-3.00000000,4.00000000,4.40000000,0.00491746
-3.00000000,4.00000000,4.50000000,0.00492488
-3.00000000,4.00000000,4.60000000,0.00493197
-3.00000000,4.00000000,4.70000000,0.00493902
